Date Reported,Time Committed,Weather Conditions,Barangay_Location,Type of Place,VTA Category,Victim Killed,Victim Injured,Victim Unharmed,"Main Cause (e.g. Human, Vehicle, Infrastructure, Environmental)",Details of Main Cause (e.g.  Human-Intoxication),Case Status,Road Conditions,Day_Night,Traffic_Volume
10/27/2016,6:45:00 PM,rainy,BAKAKENG CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Night,887
10/27/2016,3:15:00 PM,clear,KIAS,Parking Area,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Night,17
10/28/2016,7:00:00 PM,foggy,SESSION GOV. PACK,Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Night,407
10/28/2016,7:30:00 PM,clear,BROOKSIDE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,897
10/28/2016,7:30:00 AM,rainy,TRANCOVILLE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Day,954
10/28/2016,2:45:00 PM,foggy,LUALHATI,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Night,326
10/28/2016,6:10:00 PM,rainy,BAKAKENG CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),wet,Night,262
10/28/2016,7:20:00 PM,clear,LOAKAN PROPER,Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,531
10/28/2016,3:52:00 AM,foggy,QUEZON HILL PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Day,979
10/29/2016,9:15:00 AM,clear,BURNHAM-LEGARDA,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Day,364
10/30/2016,11:00:00 AM,rainy,CAMP 7,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Day,387
10/30/2016,12:10:00 AM,foggy,"AURORA HILL, SOUTH CENTRAL",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Day,682
10/30/2016,5:40:00 PM,clear,CITY CAMP CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Night,277
10/30/2016,4:30:00 PM,rainy,LOAKAN PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Night,149
10/30/2016,12:50:00 PM,foggy,SAN LUIS VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Night,939
10/31/2016,8:30:00 PM,rainy,OUTLOOK DRIVE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Night,504
10/31/2016,5:30:00 PM,clear,GREENWATER VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,324
11/1/2016,8:20:00 PM,rainy,"QUIRINO HILL, LOWER",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Night,296
11/1/2016,9:08:00 PM,rainy,OLD LUCBAN HAPPY HOMES,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Night,992
11/1/2016,11:30:00 AM,clear,LUALHATI,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Day,365
11/1/2016,4:00:00 AM,foggy,"DAGSIAN, LOWER",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Day,826
11/2/2016,6:30:00 PM,clear,CAMP 7,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Night,534
11/2/2016,2:00:00 PM,rainy,"MODERN SITE, WEST",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Night,848
11/2/2016,10:00:00 AM,rainy,BGH COMPOUND,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Day,912
11/2/2016,1:00:00 AM,rainy,IMELDA VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Day,672
11/2/2016,9:00:00 AM,clear,SCOUT BARRIO,Parking Area,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Day,94
11/2/2016,3:00:00 AM,foggy,QUEZON HILL PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Day,917
11/3/2016,6:40:00 PM,clear,PINSAO PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Night,252
11/3/2016,6:00:00 PM,rainy,KAGITINGAN,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Night,842
11/4/2016,9:30:00 PM,foggy,DIZON SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Night,639
11/4/2016,7:30:00 AM,clear,DIZON SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Day,126
11/4/2016,7:30:00 AM,rainy,PINGET,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Day,125
11/5/2016,10:00:00 PM,foggy,CAMDAS SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Night,35
11/6/2016,6:30:00 PM,rainy,"MODERN SITE, WEST",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Night,260
11/6/2016,10:30:00 PM,clear,CAMDAS SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Night,666
11/6/2016,9:30:00 AM,foggy,"MAGSAYSAY, LOWER",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Day,479
11/6/2016,6:30:00 PM,rainy,PACDAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Night,486
11/7/2016,8:10:00 AM,rainy,"MODERN SITE, EAST",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Day,746
11/7/2016,9:13:00 PM,foggy,GUISAD CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Night,204
11/7/2016,12:00:00 PM,clear,DIZON SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Night,272
11/7/2016,10:00:00 PM,rainy,GIBRALTAR,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Night,945
11/7/2016,1:10:00 PM,foggy,ST. JOSEPH (NAVY BASE),Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Night,95
11/7/2016,4:00:00 AM,rainy,BAKAKENG NORTE/SUR,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Day,273
11/7/2016,3:02:00 PM,clear,LOAKAN PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,1000
11/7/2016,8:30:00 PM,rainy,GREENWATER VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Night,367
11/8/2016,8:30:00 PM,clear,"MAGSAYSAY, LOWER",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (FILED-ARRESTED),dry,Night,993
11/8/2016,9:10:00 AM,rainy,TRANCOVILLE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Day,189
11/8/2016,6:00:00 PM,foggy,SAN VICENTE,Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Night,742
11/8/2016,2:20:00 PM,clear,SAN ROQUE VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,756
11/9/2016,9:50:00 PM,rainy,DIZON SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Night,193
11/9/2016,6:45:00 PM,foggy,PINGET,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Night,582
11/9/2016,8:00:00 AM,rainy,IMELDA VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Day,124
11/9/2016,9:55:00 PM,clear,FAIRVIEW VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Night,590
11/10/2016,12:05:00 PM,foggy,CAMDAS SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Night,61
11/10/2016,6:15:00 AM,rainy,CAMDAS SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Day,855
11/10/2016,9:00:00 PM,clear,PHIL-AM,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,182
11/10/2016,3:00:00 AM,foggy,LOAKAN PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Day,73
11/11/2016,5:20:00 PM,rainy,"MAGSAYSAY, LOWER",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Night,261
11/11/2016,12:30:00 PM,rainy,BAKAKENG CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Night,490
11/11/2016,4:00:00 PM,foggy,LOAKAN PROPER,Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Night,567
11/11/2016,7:59:00 AM,rainy,IRISAN,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Day,43
11/11/2016,3:00:00 PM,rainy,SAN LUIS VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Night,938
11/12/2016,10:40:00 PM,foggy,DIZON SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Yes,No,No,Environmental,Erosion of Roadside,SOLVED (FILED-ARRESTED),damp,Night,504
11/12/2016,10:00:00 PM,clear,GUISAD CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Night,122
11/12/2016,6:50:00 AM,rainy,OLD LUCBAN HAPPY HOMES,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Day,463
11/12/2016,6:00:00 AM,rainy,ATOK TRAIL,Along the street,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,No,Yes,No,Environmental,Slippery Road due to Rain,SOLVED (FILED-ARRESTED),wet,Day,265
11/12/2016,6:00:00 AM,clear,ATOK TRAIL,Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (FILED-ARRESTED),dry,Day,997
11/13/2016,1:30:00 AM,rainy,PINSAO PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Day,350
11/13/2016,12:30:00 PM,foggy,SANTO TOMAS PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Night,940
11/13/2016,7:30:00 PM,rainy,LOAKAN PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Night,601
11/13/2016,4:30:00 PM,clear,SAN LUIS VILLAGE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Night,7
11/14/2016,11:20:00 AM,foggy,NORTH SANITARY CAMP,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Day,95
11/14/2016,8:40:00 AM,rainy,CAMDAS SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Day,756
11/14/2016,3:30:00 AM,clear,MANUEL A. ROXAS,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Day,210
11/14/2016,7:50:00 AM,foggy,SANTO TOMAS PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Day,22
11/14/2016,3:30:00 PM,clear,FORT DEL PILAR,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Night,261
11/14/2016,10:00:00 AM,rainy,ATOK TRAIL,Parking Area,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Day,375
11/14/2016,9:20:00 PM,foggy,IRISAN,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Night,217
11/15/2016,3:00:00 PM,rainy,OLD LUCBAN HAPPY HOMES,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Night,319
11/15/2016,8:30:00 AM,clear,BAYAN PARK EAST,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Day,188
11/15/2016,2:10:00 AM,foggy,SOUTH DRIVE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Day,303
11/16/2016,7:30:00 AM,clear,GUISAD CENTRAL,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Day,436
11/16/2016,5:00:00 PM,rainy,"MAGSAYSAY, LOWER",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Night,620
11/16/2016,7:30:00 AM,foggy,BURNHAM-LEGARDA,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Day,601
11/16/2016,7:10:00 PM,clear,ENGINEERS' HILL,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Night,945
11/17/2016,12:40:00 AM,foggy,LOWER ROCK QUARRY,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Day,520
11/19/2016,9:30:00 AM,rainy,CAMP 7,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Day,884
11/19/2016,9:40:00 PM,clear,MILITARY CUT-OFF,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Night,313
11/19/2016,6:00:00 AM,foggy,BGH COMPOUND,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Day,198
11/19/2016,2:00:00 PM,rainy,SOUTH DRIVE,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Night,944
11/19/2016,5:10:00 PM,clear,DONTOGAN,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (FILED-ARRESTED),dry,Night,709
11/19/2016,3:30:00 PM,foggy,BAKAKENG NORTE/SUR,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Night,473
11/20/2016,11:35:00 PM,clear,PINGET,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Night,319
11/20/2016,8:05:00 PM,rainy,PINGET,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Night,151
11/20/2016,6:40:00 PM,foggy,DIZON SUBDIVISION,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Night,631
11/20/2016,1:00:00 PM,rainy,AZCKO,Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Night,963
11/20/2016,4:30:00 PM,clear,MANUEL A. ROXAS,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Night,148
11/20/2016,4:30:00 AM,foggy,CABINET HILL-TEACHER'S CAMP,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Day,367
11/20/2016,11:30:00 PM,clear,LOAKAN-APUGAN,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Night,484
11/21/2016,9:20:00 PM,rainy,SANTO TOMAS PROPER,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Night,392
11/21/2016,9:10:00 AM,foggy,IRISAN,Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Day,812
