Date_Reported,Time_Committed,Weather_Conditions,Barangay,Address,Type_of_Place,VTA_Category,Victim_Killed,Victim_Injured,Victim_Unharmed,Main_Cause,Details_of_Main_Cause,Case_Status,Road_Conditions,Day_Period,Traffic_Volume
11/14/2017,11:45:00 PM,foggy,CAMPO FILIPINO,"Barangay CAMPO FILIPINO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Evening,501
11/14/2017,5:30:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Evening,419
11/14/2017,9:30:00 AM,rainy,ASIN ROAD,"Barangay ASIN ROAD, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,257
11/14/2017,11:00:00 AM,clear,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Morning,134
11/14/2017,3:05:00 PM,foggy,ST. JOSEPH (NAVY BASE),"Barangay ST. JOSEPH (NAVY BASE), Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Afternoon,758
11/14/2017,11:00:00 AM,rainy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Morning,765
11/15/2017,4:15:00 PM,clear,COUNTRY CLUB VILLAGE,"Barangay COUNTRY CLUB VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Afternoon,629
11/16/2017,11:20:00 AM,rainy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,488
11/16/2017,7:30:00 AM,foggy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Morning,954
11/16/2017,3:28:00 PM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Afternoon,776
11/16/2017,11:00:00 AM,rainy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,691
11/16/2017,7:55:00 AM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Morning,234
11/16/2017,8:50:00 AM,clear,SOUTH DRIVE,"Barangay SOUTH DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Morning,690
11/16/2017,8:30:00 AM,clear,QUEZON HILL UPPER,"Barangay QUEZON HILL UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,Under Investigation,dry,Morning,295
11/18/2017,10:00:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),wet,Evening,826
11/17/2017,7:30:00 PM,clear,ABCR,"Barangay ABCR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,381
11/18/2017,11:00:00 PM,foggy,SAN VICENTE,"Barangay SAN VICENTE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,Under Investigation,damp,Evening,164
11/17/2017,6:00:00 PM,rainy,CAMP 8,"Barangay CAMP 8, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Evening,978
11/17/2017,8:15:00 AM,clear,OUTLOOK DRIVE,"Barangay OUTLOOK DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (FILED-ARRESTED),dry,Morning,194
11/20/2017,3:40:00 PM,foggy,ABCR,"Barangay ABCR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Afternoon,830
11/18/2017,6:30:00 PM,clear,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Evening,631
11/18/2017,12:15:00 PM,rainy,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Afternoon,217
11/18/2017,6:00:00 AM,foggy,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,678
11/18/2017,11:20:00 AM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,805
11/18/2017,11:30:00 AM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Morning,638
11/20/2017,12:10:00 AM,rainy,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Morning,620
11/20/2017,7:45:00 PM,foggy,KAGITINGAN,"Barangay KAGITINGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Evening,421
11/20/2017,1:00:00 PM,clear,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Afternoon,881
11/19/2017,3:20:00 PM,rainy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Afternoon,168
11/20/2017,8:05:00 PM,clear,PHIL-AM BARANGAY,"Barangay PHIL-AM BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,428
11/19/2017,2:00:00 PM,foggy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Afternoon,265
11/19/2017,4:30:00 PM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Afternoon,753
11/19/2017,1:00:00 PM,clear,UPPER QM,"Barangay UPPER QM, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Afternoon,213
11/19/2017,8:40:00 AM,foggy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Morning,671
11/21/2017,2:48:00 PM,rainy,GUISAD CENTRAL,"Barangay GUISAD CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Afternoon,788
11/20/2017,9:30:00 AM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,729
11/20/2017,2:25:00 PM,clear,ASIN ROAD,"Barangay ASIN ROAD, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Afternoon,397
11/20/2017,3:10:00 PM,rainy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,Under Investigation,wet,Afternoon,445
11/21/2017,5:45:00 PM,foggy,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Evening,520
11/22/2017,3:15:00 PM,rainy,BGH COMPOUND,"Barangay BGH COMPOUND, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Afternoon,507
11/21/2017,5:30:00 PM,clear,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,431
11/21/2017,11:20:00 AM,foggy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Morning,92
11/23/2017,3:37:00 PM,clear,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Traffic Congestion,Under Investigation,dry,Afternoon,424
11/21/2017,5:00:00 PM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Evening,744
11/21/2017,4:45:00 PM,clear,"MODERN SITE, WEST","Barangay MODERN SITE, WEST, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Afternoon,601
11/23/2017,2:00:00 PM,rainy,SANTA ESCOLASTICA,"Barangay SANTA ESCOLASTICA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Construction Without Warning Signs,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Afternoon,906
11/22/2017,12:01:00 PM,foggy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Afternoon,618
11/22/2017,9:55:00 AM,clear,KAYANG-HILLTOP,"Barangay KAYANG-HILLTOP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Morning,658
11/22/2017,3:00:00 PM,foggy,ASIN ROAD,"Barangay ASIN ROAD, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Afternoon,957
11/22/2017,2:20:00 PM,rainy,BGH COMPOUND,"Barangay BGH COMPOUND, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Afternoon,588
11/29/2017,5:30:00 PM,clear,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,445
11/24/2017,5:18:00 PM,rainy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,199
11/23/2017,5:40:00 PM,clear,BGH COMPOUND,"Barangay BGH COMPOUND, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,729
11/23/2017,7:50:00 AM,rainy,BGH COMPOUND,"Barangay BGH COMPOUND, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,868
11/23/2017,12:45:00 PM,clear,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Afternoon,442
11/23/2017,12:50:00 PM,rainy,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Afternoon,243
1/16/2018,8:50:00 AM,foggy,ENGINEERS' HILL,"Barangay ENGINEERS' HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,969
11/23/2017,6:10:00 PM,rainy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,886
11/25/2017,9:30:00 PM,clear,ASIN ROAD,"Barangay ASIN ROAD, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Evening,54
11/25/2017,4:45:00 AM,rainy,CAMP 8,"Barangay CAMP 8, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Morning,93
11/24/2017,5:20:00 AM,foggy,"MAGSAYSAY, LOWER","Barangay MAGSAYSAY, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,Under Investigation,damp,Morning,47
11/24/2017,6:15:00 PM,clear,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,793
11/24/2017,9:00:00 AM,rainy,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),wet,Morning,380
11/25/2017,9:45:00 PM,foggy,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Evening,147
11/28/2017,10:50:00 PM,rainy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,45
11/26/2017,5:20:00 PM,rainy,DIZON SUBDIVISION,"Barangay DIZON SUBDIVISION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,Under Investigation,wet,Evening,418
11/25/2017,6:30:00 PM,rainy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),wet,Evening,83
11/25/2017,3:00:00 PM,foggy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Afternoon,976
11/26/2017,1:30:00 AM,clear,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,584
11/26/2017,9:40:00 PM,rainy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),wet,Evening,859
11/25/2017,3:00:00 PM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,465
11/28/2017,2:30:00 PM,rainy,"GENERAL LUNA, LOWER","Barangay GENERAL LUNA, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,Under Investigation,wet,Afternoon,160
11/27/2017,6:27:00 PM,clear,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (FILED-ARRESTED),dry,Evening,302
11/27/2017,6:30:00 PM,clear,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Evening,93
11/27/2017,5:40:00 PM,foggy,KAYANG-HILLTOP,"Barangay KAYANG-HILLTOP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Evening,603
11/27/2017,7:15:00 PM,clear,"MAGSAYSAY, LOWER","Barangay MAGSAYSAY, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,Under Investigation,dry,Evening,334
11/26/2017,2:45:00 PM,rainy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),wet,Afternoon,878
11/28/2017,3:00:00 PM,foggy,MALCOLM SQUARE,"Barangay MALCOLM SQUARE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Afternoon,669
